name,studio_price,one_bed_price,two_bed_price,city,state
West Central Jackson,,,,Jackson,MS
Oakland Ave-Harrison St,,,,Oakland,CA
Davis Island,,,,Tampa,FL
Oceanway,,,,Jacksonville,FL
Marlwood,,,,Charlotte,NC
Cherry Creek,,,,Denver,CO
Eastlake,,,,Seattle,WA
East Corner,895,1100,1275,Washington,DC
Eastgate - Cougar Mountain,,,,Bellevue,WA
Cherokee Point,,,,San Diego,CA
Seminary,,,,Oakland,CA
Diamond Lake,,,,Minneapolis,MN
Euclid Green,,,,Cleveland,OH
Adams North,,,,San Diego,CA
Culebra Park,,,,San Antonio,TX
Eckington,1243,1310,1823,Washington,DC
Central Meadowbrook,,,,Fort Worth,TX
Amberwood North,,,,Chandler,AZ
Baywood Knolls,,,,San Mateo,CA
Rancho San Antonio,,,,Oakland,CA
Whitehouse,,,,Jacksonville,FL
Southside,,,,Louisville,KY
Lakeside Park,,,,Tucson,AZ
Fairway-Liberty Heights,,,,Lexington,KY
Venable,,,,Charlottesville,VA
Roberts,,,,El Paso,TX
West Loop Gate,,,,Chicago,IL
El Cerrito,,,,San Diego,CA
Totem Lake,,,,Kirkland,WA
Lower Beaver,,,,Des Moines,IA
Hiawatha,,,,Minneapolis,MN
Pembroke,,,,Virginia Beach,VA
New Dorp,,,,New York,NY
Windsor Road,,,,Austin,TX
Arbor Heights,,,,Seattle,WA
Wexford-Thornapple,,,,Columbus,OH
Lake Frendrica,,,,Orlando,FL
Coral Ridge,,,,Fort Lauderdale,FL
Southcrest,,,,San Diego,CA
Laddie Place and North Wilson,,,,San Antonio,TX
Beaver Hills,,,,New Haven,CT
Southwestern Hills,,,,Des Moines,IA
Ednor Gardens-Lakeside,,,,Baltimore,MD
Deep Creek West-Dismal Swamp,,,,Chesapeake,VA
South Valley,,,,Syracuse,NY
Arcadia Terrace,,,,Chicago,IL
Lynn Lane,,,,Tulsa,OK
Bouldin,,,,Austin,TX
Willert Park,,,,Buffalo,NY
Maxwell Park,,,,Oakland,CA
Pecan Valley,,,,San Antonio,TX
Lacy,,,,Santa Ana,CA
Montclair,,,,Denver,CO
Platt Park,,,,Denver,CO
Rose Village,,,,Vancouver,WA
Stonehaven,,,,Charlotte,NC
Andersonville,,,,Chicago,IL
Settlers Landing,,,,Jacksonville,FL
Point Breeze,,,,Pittsburgh,PA
Zilker,,,,Austin,TX
Chambers Heights,,,,Aurora,CO
South Deering,,,,Chicago,IL
City Center North,,,,Aurora,CO
Ridgmar,,,,Fort Worth,TX
Glenview,,,,Oakland,CA
Providence Estates East,,,,Charlotte,NC
North East,,,,Pasadena,CA
South India Mound,,,,Kansas City,MO
Sterling Hills,,,,Aurora,CO
North India Mound,,,,Kansas City,MO
Gravois Park,,,,Saint Louis,MO
Cedar Park,,,,Seattle,WA
Broadway Pantano East,,,,Tucson,AZ
Edmondson Village,,,,Baltimore,MD
Central Bench,,,,Boise,ID
Sorrento Valley,,,,San Diego,CA
Paseo Ranchoero,,,,Chula Vista,CA
Strawberry Farms,,,,Columbus,OH
Downtown,,,,Saint Petersburg,FL
Buckingham,,,,Arlington,VA
Barnum West,,,,Denver,CO
Crest Drive,,,,Eugene,OR
Thomasboro-Hoskins,,,,Charlotte,NC
Fauntleroy,,,,Seattle,WA
Marshall - Shadeland,,,,Pittsburgh,PA
South Hilltop,,,,Columbus,OH
Fairfax,,,,Cleveland,OH
Braddock Road Metro,,,,Alexandria,VA
City Center,,,,Aurora,CO
Hayhurst,,,,Portland,OR
Folwell,,,,Minneapolis,MN
Country Club,,,,Lincoln,NE
Riverside,,,,Baltimore,MD
Pinehurst,,,,Seattle,WA
Downtown,,,,Sacramento,CA
Washington Heights,,,,Chicago,IL
Starin Central,,,,Buffalo,NY
Roland Park,,,,Baltimore,MD
Kendall - Tennants,,,,Tulsa,OK
Central Oak Park,,,,Sacramento,CA
Countryside Woods,,,,Vancouver,WA
South Main,,,,Houston,TX
Edgewood,1250,1317,1799,Washington,DC
South Park,,,,San Diego,CA
Sheraden,,,,Pittsburgh,PA
Meadowbrook,,,,Syracuse,NY
Irvington,,,,Baltimore,MD
Kenawood-Rockwood-Hi-Acres-Deep Spring,,,,Lexington,KY
Lower Queen Anne,,,,Seattle,WA
Wooten,,,,Austin,TX
Parkland,,,,Louisville,KY
South Side CAN,,,,Columbus,OH
Blue Hills,,,,Kansas City,MO
Perris Hills,,,,San Bernardino,CA
Riverside South,,,,San Antonio,TX
East Ridge - Ptarmigan Park,,,,Aurora,CO
Fairfax Village,1065,1285,1419,Washington,DC
Bagley Downs,,,,Vancouver,WA
Myers,,,,Tucson,AZ
Waite Park,,,,Minneapolis,MN
Palo Verde,,,,Tucson,AZ
Community Workers Council,,,,San Antonio,TX
Florida Center,,,,Orlando,FL
Patterson Park,,,,Baltimore,MD
North Loop,,,,Austin,TX
Hyde Park,,,,Austin,TX
South 48th Street,,,,Lincoln,NE
New East Side,,,,Chicago,IL
Marble Cliff Crossing,,,,Columbus,OH
Mission Hills,,,,San Diego,CA
West O' Main,,,,Tulsa,OK
Central Clintonville,,,,Columbus,OH
Fruitridge Manor,,,,Sacramento,CA
Little Blue Valley,,,,Kansas City,MO
Heather Gardens,,,,Aurora,CO
Longfellow,,,,Minneapolis,MN
Horseshoe Park,,,,Aurora,CO
Beaumont-Wilshire,,,,Portland,OR
Old Savannah,,,,Augusta,GA
Presidential Park,,,,Riverside,CA
Southeast Village,,,,Sacramento,CA
Victory Heights,,,,Seattle,WA
Columbia Forest,,,,Arlington,VA
Eastown,,,,Grand Rapids,MI
Alameda,,,,Portland,OR
Milan,,,,New Orleans,LA
Providence Crossing,,,,Charlotte,NC
Julia Keen,,,,Tucson,AZ
North Hilltop,,,,Columbus,OH
Hickory Grove,,,,Charlotte,NC
Belle Vista,,,,Youngstown,OH
Vine,,,,Kalamazoo,MI
Lynwood Hills,,,,Chula Vista,CA
Loma Portal,,,,San Diego,CA
Shandin Hills,,,,San Bernardino,CA
State College Area,,,,Long Beach,CA
Pepperidge,,,,Augusta,GA
Third World,,,,San Antonio,TX
Central,,,,Raleigh,NC
Astoria Heights,,,,New York,NY
Arlington-East Falls,,,,Arlington,VA
Olde Providence South,,,,Charlotte,NC
Westside,,,,Missoula,MT
Seville,,,,Gilbert,AZ
Leawood,,,,Columbus,OH
Rosedale,,,,Austin,TX
Holly Hill,,,,Columbus,OH
Groves Lincoln Park,,,,Tucson,AZ
Keeling,,,,Tucson,AZ
Klondike,,,,Louisville,KY
Westerleigh,,,,New York,NY
Leroy,,,,Buffalo,NY
Holliswood,,,,New York,NY
Galt Mile,,,,Fort Lauderdale,FL
Upton,,,,Baltimore,MD
Business District,,,,Irvine,CA
Idlewild Farms,,,,Charlotte,NC
University Hills,,,,Los Angeles,CA
Bayside,,,,Everett,WA
Arroyo Viejo,,,,Oakland,CA
Puget,,,,Bellingham,WA
Belknap Lookout,,,,Grand Rapids,MI
Riverdale,,,,Detroit,MI
North Tabor,,,,Portland,OR
Sans Souci,,,,Jacksonville,FL
Mallard Creek - Withrow Downs,,,,Charlotte,NC
Marriott's Griffin Gate Golf Club,,,,Lexington,KY
Kings Point,,,,Great Neck,NY
Summer Place Village,,,,Mesa,AZ
Bolton Hill,,,,Baltimore,MD
Country Club,,,,Stockton,CA
Los Cerritos Area,,,,Long Beach,CA
Regent Park,,,,Detroit,MI
Highland Park,,,,Augusta,GA
Seaside,,,,Torrance,CA
Leschi,,,,Seattle,WA
Laurelhurst,,,,Seattle,WA
Town of Lake,,,,Milwaukee,WI
Northland-Lyceum,,,,Rochester,NY
Mount Vernon,,,,Baltimore,MD
Arcadia,,,,Kalamazoo,MI
Harmony,,,,Fort Worth,TX
Lyon Park,,,,Arlington,VA
Midtown,,,,Anchorage,AK
Highland Terrace,,,,Richardson,TX
Coral Ridge Country Club,,,,Fort Lauderdale,FL
O'Fallon,,,,Saint Louis,MO
Webber-Camden,,,,Minneapolis,MN
Mesa Grande,,,,Mesa,AZ
New Horizons,,,,Santa Ana,CA
Fox Point,,,,Providence,RI
The Provinces,,,,Chandler,AZ
Northwest Everett,,,,Everett,WA
Stone Meadows,,,,Bakersfield,CA
Sherwood Forest,,,,Jacksonville,FL
Roxhill,,,,Seattle,WA
North Heights,,,,Youngstown,OH
Burbank,,,,Hayward,CA
McGirts Creek,,,,Jacksonville,FL
The North End,,,,Virginia Beach,VA
Windom,,,,Minneapolis,MN
West Gate,,,,Toledo,OH
Central Business District,,,,Cincinnati,OH
Foggy Bottom,1517,1599,1894,Washington,DC
Becton Park,,,,Charlotte,NC
Hoover,,,,Tulsa,OK
Olde Sawmill,,,,Columbus,OH
Bluff Heights,,,,Long Beach,CA
Bella Vista,,,,Santa Ana,CA
Kerns,,,,Portland,OR
Timmerman West,,,,Milwaukee,WI
Belltown,,,,Stamford,CT
Northside,,,,Kalamazoo,MI
North Central,,,,San Mateo,CA
Juneau Town,,,,Milwaukee,WI
Baden,,,,Saint Louis,MO
Jacobs,,,,Louisville,KY
Sarritt Point,,,,Kansas City,MO
Belle Harbor,,,,New York,NY
Rufus King,,,,Milwaukee,WI
Marina,,,,San Diego,CA
Chugiak,,,,Anchorage,AK
Upper B Street,,,,Hayward,CA
Audubon Park,,,,Minneapolis,MN
Derita-Statesville,,,,Charlotte,NC
Gorgas,,,,Mobile,AL
Parkview,,,,Columbus,OH
Kingsborough Ridge,,,,San Antonio,TX
Bashford Manor,,,,Louisville,KY
Woodlawn,,,,Portland,OR
Lansdowne,,,,Charlotte,NC
Colonial Heights,,,,Stockton,CA
Walnut Hills,,,,Dayton,OH
Ridglea Hills,,,,Fort Worth,TX
Aggasiz - Harvard North,,,,Cambridge,MA
Hamey Heights,,,,Vancouver,WA
Fairground,,,,Des Moines,IA
Armatage,,,,Minneapolis,MN
Washington Park,,,,Milwaukee,WI
Forest Hills,1386,1599,1894,Washington,DC
Dorsey-Riverbend,,,,Fort Lauderdale,FL
East Shore,,,,New Haven,CT
Boyle Park,,,,Little Rock,AR
Lakeshore,,,,San Francisco,CA
South Central Hilltop,,,,Columbus,OH
Marquette,,,,Madison,WI
Marion Franklin,,,,Columbus,OH
Whitman-Mocine,,,,Hayward,CA
Clinton,,,,Lincoln,NE
Eastway-Sheffield Park,,,,Charlotte,NC
Parnassus - Ashbury,,,,San Francisco,CA
South Beacon Hill,,,,Seattle,WA
Virginia Park,,,,Tampa,FL
Fairmount Park,,,,Seattle,WA
San Mateo Village,,,,San Mateo,CA
SWAN,,,,Grand Rapids,MI
Shore Acres,,,,Saint Petersburg,FL
Feldheym,,,,San Bernardino,CA
La Plaza,,,,San Bernardino,CA
Evergreen,,,,Everett,WA
Whittier,,,,Boulder,CO
Allendale,,,,Oakland,CA
Terra Del Sol,,,,Tucson,AZ
Shadow Hills,,,,Los Angeles,CA
Riverbend,,,,Tampa,FL
Campbellton Road,,,,Atlanta,GA
Birchwood,,,,Bellingham,WA
Fairlane,,,,Kansas City,MO
Lansingville,,,,Youngstown,OH
University,,,,Syracuse,NY
Outer Comstock,,,,Syracuse,NY
Shippan,,,,Stamford,CT
Whittier Heights,,,,Seattle,WA
City Park West,,,,Denver,CO
Ashcreek,,,,Portland,OR
Tower Homes,,,,Kansas City,MO
Meadowlane,,,,Lincoln,NE
Whittier,,,,Denver,CO
Fort Sanders,,,,Knoxville,TN
Yerba Buena,,,,San Francisco,CA
Todt Hill,,,,New York,NY
Van Mall,,,,Vancouver,WA
Fort Dupont,954,1122,1340,Washington,DC
Salt Springs,,,,Syracuse,NY
Roseville - Fleet Ridge,,,,San Diego,CA
Arlington,,,,Jacksonville,FL
College Hill,,,,Wichita,KS
Big Oaks,,,,Chicago,IL
Jefferson-Woodlawn Lake,,,,San Antonio,TX
Arlington Heights,,,,Fort Worth,TX
Millsmont,,,,Oakland,CA
Baker,,,,Denver,CO
Kennedy Heights,,,,Cincinnati,OH
The Seasons,,,,Bakersfield,CA
Riverside,,,,Everett,WA
Canaryville,,,,Chicago,IL
Wesconnett,,,,Jacksonville,FL
Midtown Phillips,,,,Minneapolis,MN
New Northwood,,,,Baltimore,MD
Lindsay Park,,,,Milwaukee,WI
Rose Park,,,,Missoula,MT
North University,,,,Austin,TX
Stella Mann,,,,Tucson,AZ
West Chatham,,,,Chicago,IL
Brooklyn,,,,Portland,OR
Manito-Cannon Hill,,,,Spokane,WA
Arlington Heights,,,,Riverside,CA
Binz,,,,Houston,TX
Wakefield,,,,Tucson,AZ
Upper Boggy Creek,,,,Austin,TX
Schenley,,,,Youngstown,OH
Atlantic Boulevard Estates,,,,Jacksonville,FL
Barclay Downs,,,,Charlotte,NC
Grasslyn Manor,,,,Milwaukee,WI
Clifton Heights,,,,Louisville,KY
El Paso Lower Valley,,,,El Paso,TX
Grove Park,,,,Atlanta,GA
Humboldt,,,,Portland,OR
Northbrook,,,,Jackson,MS
Summer Valley,,,,Aurora,CO
North East Park,,,,Saint Petersburg,FL
Ellsworth Springs,,,,Vancouver,WA
Seccombe Lane,,,,San Bernardino,CA
Downtown,,,,Lincoln,NE
Chollas View,,,,San Diego,CA
Randall Manor,,,,New York,NY
Union Ridge,,,,Chicago,IL
Nauck,,,,Arlington,VA
Iroquois,,,,Louisville,KY
Eastern Hills,,,,Dayton,OH
Laurelhurst,,,,Portland,OR
South Addition,,,,Anchorage,AK
South Oak Park,,,,Sacramento,CA
Westwood-Pecan Lake,,,,Little Rock,AR
Downtown Neighborhood,,,,Little Rock,AR
Pecan Springs Springdale,,,,Austin,TX
Morrell Park,,,,Baltimore,MD
Cascade View,,,,Everett,WA
Irving Woods,,,,Chicago,IL
N. Marketview Heights,,,,Rochester,NY
Broadway East,,,,Baltimore,MD
Pettit-Rudisill,,,,Fort Wayne,IN
Sonterra-Stone Oak,,,,San Antonio,TX
Carverdale,,,,Houston,TX
McKnight,,,,Springfield,MA
Village 11,,,,Sacramento,CA
Cross Country,,,,Baltimore,MD
Country Club Heights,,,,Charlotte,NC
Madrona,,,,Torrance,CA
Arlington South,,,,Riverside,CA
Genesee - Jefferson,,,,Rochester,NY
Grand Lake,,,,Oakland,CA
Duck Creek,,,,Richardson,TX
Walteria,,,,Torrance,CA
University Hills,,,,Austin,TX
Prescott,,,,Oakland,CA
Alamosa,,,,Albuquerque,NM
Buckingham Lake - Crestwood,,,,Albany,NY
Lake Lucina,,,,Jacksonville,FL
Wenonah,,,,Minneapolis,MN
Mid-Hillside,,,,Anchorage,AK
Cole,,,,Denver,CO
Arlington Heights,,,,Milwaukee,WI
Boston Road,,,,Springfield,MA
Bixby Knolls,,,,Long Beach,CA
Victory,,,,Minneapolis,MN
Cobblestone,,,,Jacksonville,FL
Marina Area,,,,Long Beach,CA
Parkhill,,,,Mobile,AL
Berwick,,,,Columbus,OH
Lind-Bohanon,,,,Minneapolis,MN
Downtown Jacksonville,,,,Jacksonville,FL
Northeast Hillsdale,,,,San Mateo,CA
Airmont,,,,Mobile,AL
Overton South,,,,Fort Worth,TX
South Hill,,,,Bellingham,WA
The Oaks,,,,Bakersfield,CA
Mission Bay,,,,San Francisco,CA
Bryant,,,,Seattle,WA
Inner Parkside,,,,San Francisco,CA
Bomber Heights,,,,Fort Worth,TX
Belmont,,,,Lincoln,NE
Cory Lake Isles,,,,Tampa,FL
California,,,,Louisville,KY
Olde Town East,,,,Columbus,OH
Govalle,,,,Austin,TX
Oxford Hunt,,,,Charlotte,NC
North Central Thousand Oaks,,,,San Antonio,TX
East Atlanta,,,,Atlanta,GA
Bayside West,,,,Tampa,FL
Mt. Baker,,,,Bellingham,WA
Marrowbone,,,,Nashville,TN
Roosevelt,,,,Seattle,WA
Mount Pleasant,,,,Saint Louis,MO
Westlake,,,,Seattle,WA
Greater Belhaven,,,,Jackson,MS
Alta Mesa,,,,Santa Barbara,CA
Lykins,,,,Kansas City,MO
San Gorgonio,,,,San Bernardino,CA
Wildwood Park,,,,San Bernardino,CA
Loch Raven,,,,Baltimore,MD
North Loop,,,,Minneapolis,MN
Lakewood,,,,Jacksonville,FL
Bird Land,,,,San Diego,CA
Kelvin Park,,,,Chicago,IL
Silver City,,,,Milwaukee,WI
Shannon Green,,,,Columbus,OH
Alban Hills,,,,Albuquerque,NM
Landover Sharmel,,,,Vancouver,WA
East End,,,,Portland,ME
Lakeland,,,,Baltimore,MD
Southside Slopes,,,,Pittsburgh,PA
Pioneer Park,,,,Des Moines,IA
North Amherst,,,,Amherst,MA
North Wyoming,,,,Albuquerque,NM
Stanton Heights,,,,Pittsburgh,PA
Lakes and Birds,,,,Fremont,CA
Northwest Heights,,,,Portland,OR
Palma Ceia,,,,Tampa,FL
Highland,,,,Austin,TX
Lincoln Square,,,,Chicago,IL
Spring Park,,,,Jacksonville,FL
South Park,,,,Des Moines,IA
Minnetex,,,,Houston,TX
South Amherst,,,,Amherst,MA
Vancouver Heights,,,,Vancouver,WA
Laurel Greene,,,,Columbus,OH
Fort Lincoln,1243,1310,1838,Washington,DC
Moose Can Gully,,,,Missoula,MT
Biscayne Point,,,,Miami Beach,FL
Seaview,,,,Seattle,WA
Central Lawrenceville,,,,Pittsburgh,PA
Holland,,,,Minneapolis,MN
Swan Canyon,,,,San Diego,CA
Southeastern Hills,,,,Lexington,KY
Downtown West,,,,Saint Louis,MO
Victorian Village,,,,Columbus,OH
South East End,,,,Grand Rapids,MI
Twenty-Fifth Ave,,,,San Mateo,CA
SableRidge,,,,Aurora,CO
Miraloma Park,,,,San Francisco,CA
Regency,,,,Jacksonville,FL
Wakefield,,,,Little Rock,AR
Harlem Park,,,,Baltimore,MD
South Fairmount,,,,Cincinnati,OH
Crystal Lake,,,,Lakeland,FL
Malibar Heights,,,,Mobile,AL
Prospect Hill,,,,New Haven,CT
Harwood Lane,,,,Charlotte,NC
Ogden,,,,Vancouver,WA
Weibel,,,,Fremont,CA
Rolling Hills,,,,Jacksonville,FL
Mission Beach,,,,San Diego,CA
Belmont,,,,Charlottesville,VA
Argyle Forest,,,,Jacksonville,FL
Willowcreek,,,,Sacramento,CA
Mckinley Mitchell,,,,Tulsa,OK
Cotswold,,,,Charlotte,NC
Summerville,,,,Augusta,GA
Old West Austin,,,,Austin,TX
Alessandro,,,,San Bernardino,CA
Friendship Heights,1485,1750,2400,Washington,DC
Fairmont Park,,,,Des Moines,IA
Meadow Creek,,,,Fort Worth,TX
Skinker-DeBaliviere,,,,Saint Louis,MO
Casa Loma,,,,Bakersfield,CA
Edgebrook,,,,Chicago,IL
Adams Hill,,,,San Antonio,TX
Port Tampa City,,,,Tampa,FL
Martin Park,,,,Detroit,MI
Nob Hill,,,,Albuquerque,NM
Montibello,,,,Charlotte,NC
Overton,,,,Mobile,AL
Ridgeway,,,,Stamford,CT
Lindridge - Martin Manor,,,,Atlanta,GA
Harbour Island,,,,Tampa,FL
McClure Park,,,,Tulsa,OK
Sylvan Hills,,,,Atlanta,GA
Como,,,,Fort Worth,TX
Oriole Park,,,,Chicago,IL
Rosemont,,,,Portland,ME
Rockwood,,,,Spokane,WA
Valhalla,,,,Milwaukee,WI
Amity,,,,New Haven,CT
Riviera - Westchester,,,,Bakersfield,CA
Ginter Park,,,,Richmond,VA
Woodstock,,,,Jacksonville,FL
Sheldon,,,,Mobile,AL
Midtown,,,,San Diego,CA
Uptown,,,,Seattle,WA
West End,,,,Atlanta,GA
Princeton North,,,,Princeton Township,NJ
Ybor City,,,,Tampa,FL
Central East Austin,,,,Austin,TX
Terrace Hills,,,,Mobile,AL
MLK,,,,Austin,TX
Downtown,,,,Saint Louis,MO
The Gables,,,,Columbus,OH
Davis Lake - Eastfield,,,,Charlotte,NC
Residence Park,,,,Dayton,OH
Village 9,,,,Sacramento,CA
Villa Park,,,,Trenton,NJ
Rosewood,,,,Austin,TX
Briarcreek-Woodland,,,,Charlotte,NC
Planeview United,,,,Wichita,KS
Stop Six,,,,Fort Worth,TX
Northrup,,,,Minneapolis,MN
Garden Acres,,,,Fort Worth,TX
Hazelwood,,,,Pittsburgh,PA
Charlotte Park,,,,Nashville,TN
Far Southwest,,,,Fort Worth,TX
Fuller Tangletown,,,,Minneapolis,MN
Manton,,,,Providence,RI
Hawthorne,,,,Minneapolis,MN
Dauphin Acres,,,,Mobile,AL
North Riverside,,,,Wichita,KS
West Chesterfield,,,,Chicago,IL
Mission San Jose,,,,San Antonio,TX
Timber Ridge,,,,San Antonio,TX
Oxford,,,,Fort Wayne,IN
Platinum Triangle,,,,Anaheim,CA
Clayton,,,,Denver,CO
Downtown,,,,Corona,CA
East English Village,,,,Detroit,MI
Yorkwood,,,,Mobile,AL
Tenney-Lapham,,,,Madison,WI
North Kenwood,,,,Chicago,IL
Eastmoreland,,,,Portland,OR
Madison Park,,,,Charlotte,NC
Benjamin Hills,,,,Wichita,KS
Little Turtle,,,,Columbus,OH
Santa Clara,,,,Eugene,OR
Fells Point,,,,Baltimore,MD
Olde Orchard,,,,Columbus,OH
Shandon,,,,Columbia,SC
Bridlemile,,,,Portland,OR
Sunset Heights,,,,Milwaukee,WI
Madison Park,,,,Seattle,WA
Rockwell Park-Hemphill Heights,,,,Charlotte,NC
Jefferson Park,,,,Charlottesville,VA
Ellwanger-Barry,,,,Rochester,NY
Northwood Point,,,,Irvine,CA
Fallstaff,,,,Baltimore,MD
Emerald Hills,,,,San Diego,CA
University Gardens,,,,Great Neck,NY
North Riverdale,,,,Dayton,OH
View Ridge,,,,Seattle,WA
Banksville,,,,Pittsburgh,PA
Lincoln-Lemington-Belmar,,,,Pittsburgh,PA
East Westwood,,,,Cincinnati,OH
East Carollton,,,,New Orleans,LA
Avondale,,,,Sacramento,CA
Old Hill,,,,Springfield,MA
Fairoaks,,,,Tampa,FL
Military,,,,Buffalo,NY
Berkleigh,,,,Mobile,AL
Eastridge,,,,Wichita,KS
Streeterville,,,,Chicago,IL
Jordan Park - Laurel Heights,,,,San Francisco,CA
Wallhaven,,,,Akron,OH
Union Station,,,,Denver,CO
Apollo Arapaho & Camelot,,,,Garland,TX
40th & A,,,,Lincoln,NE
East Merrimack,,,,Merrimack,NH
Lytle Creek,,,,San Bernardino,CA
Yale Park,,,,Richardson,TX
Sardis Woods,,,,Charlotte,NC
Tower Triangle,,,,Aurora,CO
Dongan Hills,,,,New York,NY
Oakland,,,,Chicago,IL
Zach White,,,,El Paso,TX
Elvehjem,,,,Madison,WI
Lakeshore,,,,Jacksonville,FL
Reed,,,,Portland,OR
Read Blvd. West,,,,New Orleans,LA
Tallyn's Reach,,,,Aurora,CO
College Park,,,,Mobile,AL
East Phillips,,,,Minneapolis,MN
Franklin Park,,,,Trenton,NJ
Hancock,,,,Austin,TX
Temescal,,,,Oakland,CA
White Ash,,,,Columbus,OH
Far West,,,,Eugene,OR
Western Hills North,,,,Fort Worth,TX
Presidio Heights,,,,San Francisco,CA
North Rosedale Park,,,,Detroit,MI
Maryvale,,,,Mobile,AL
Roosevelt,,,,Toledo,OH
Kendall,,,,San Bernardino,CA
Route 66 West,,,,Albuquerque,NM
Rancho San Joaquin,,,,Irvine,CA
Sam Hughes,,,,Tucson,AZ
Downtown,,,,Tulsa,OK
Belcaro,,,,Denver,CO
North City Farms,,,,Sacramento,CA
Hartwell,,,,Cincinnati,OH
Elizabeth,,,,Charlotte,NC
Dexter Falls,,,,Columbus,OH
City Center,,,,Miami Beach,FL
Eastside,,,,Tucson,AZ
City Island,,,,New York,NY
Golden Triangle,,,,Cherry Hill,NJ
Belknap,,,,Louisville,KY
Peachtree Heights West,,,,Atlanta,GA
Tevis Ranch,,,,Bakersfield,CA
Barelas,,,,Albuquerque,NM
Sabin,,,,Portland,OR
Driving Park,,,,Columbus,OH
Sequoyah,,,,Tulsa,OK
Nob Este,,,,Albuquerque,NM
Yalecrest,,,,Salt Lake City,UT
Chosewood Park,,,,Atlanta,GA
Sardis Forest,,,,Charlotte,NC
Schnitzelburg,,,,Louisville,KY
Highland Terrace,,,,Oakland,CA
Cameron Hills,,,,Fremont,CA
Kranz Woods,,,,Detroit,MI
Forrest Hills,,,,Augusta,GA
Martin Acres,,,,Boulder,CO
Table Mesa South,,,,Boulder,CO
Longview Lake,,,,Tulsa,OK
Benton Park West,,,,Saint Louis,MO
Crieve Hall,,,,Nashville,TN
Perry North,,,,Pittsburgh,PA
Fulton,,,,Richmond,VA
Norkirk,,,,Kirkland,WA
Cahuenga Pass,,,,Los Angeles,CA
Arrowhead,,,,Jacksonville,FL
Park of the Canals,,,,Mesa,AZ
West Beverly,,,,Chicago,IL
Hillcrest,,,,Boise,ID
Walnut Park East,,,,Saint Louis,MO
Mission Hills,,,,Henderson,NV
Isle of Palms,,,,Jacksonville,FL
Carter Riverside,,,,Fort Worth,TX
Closeburn-Glenkirk,,,,Charlotte,NC
Glenrose Heights,,,,Atlanta,GA
Southwest Garden,,,,Saint Louis,MO
Georgetown,1407,1899,2600,Washington,DC
Arlington Manor,,,,Jacksonville,FL
Lindbergh,,,,Atlanta,GA
Columbus Park,,,,Milwaukee,WI
"Freestate, North Hightlands",,,,Shreveport,LA
Deering Center,,,,Portland,ME
Mid-Town Belvedere,,,,Baltimore,MD
North Point,,,,Saint Louis,MO
Pennington-Prospect,,,,Trenton,NJ
West Side,,,,Augusta,GA
Perry South,,,,Pittsburgh,PA
North Shoal Creek,,,,Austin,TX
Summit Lake,,,,Akron,OH
Seven Oaks,,,,Bakersfield,CA
Casablanca,,,,Riverside,CA
Terra Nova,,,,Chula Vista,CA
Financial District,,,,San Francisco,CA
Bowmanville,,,,Chicago,IL
Wayne State,,,,Detroit,MI
Nevin Community,,,,Charlotte,NC
Goodby's Creek,,,,Jacksonville,FL
Melrose Manors,,,,Fort Lauderdale,FL
Minnehaha,,,,Minneapolis,MN
Garden Springs,,,,Lexington,KY
Murray Hill,,,,Milwaukee,WI
Mt. Baker,,,,Seattle,WA
65th St. West,,,,Little Rock,AR
Westbranch,,,,Houston,TX
Spectrum,,,,Gilbert,AZ
Mark Twain,,,,Saint Louis,MO
Ryanwood,,,,Fort Worth,TX
Beach Park,,,,Tampa,FL
Deer Park,,,,Louisville,KY
Interlake,,,,Bellevue,WA
Image,,,,Vancouver,WA
The Cape,,,,Jacksonville,FL
McElderry Park,,,,Baltimore,MD
Meadow Village,,,,San Antonio,TX
Riverview,,,,Jacksonville,FL
Tollgate Overlook,,,,Aurora,CO
Hartley,,,,Lincoln,NE
Sequoyah,,,,Oakland,CA
Wyandotte,,,,Louisville,KY
Bergen Beach,,,,New York,NY
Woodward Park,,,,Columbus,OH
North Hayward,,,,Hayward,CA
Central Beach Alliance,,,,Fort Lauderdale,FL
Dineen Park,,,,Milwaukee,WI
Wooded Area,,,,San Diego,CA
Genesee Moselle,,,,Buffalo,NY
Grant Park,,,,Portland,OR
South Seminole Heights,,,,Tampa,FL
Alger Heights,,,,Grand Rapids,MI
Audubon,,,,Louisville,KY
Wildwood,,,,Chicago,IL
Roosevelt,,,,San Bernardino,CA
Holden Heights,,,,Orlando,FL
Berg-Lasher,,,,Detroit,MI
Downtown,,,,Fort Lauderdale,FL
Meredith,,,,Des Moines,IA
Ventura,,,,Orlando,FL
Ruskin Heights,,,,Kansas City,MO
Burke Acres,,,,Kalamazoo,MI
Birmingham,,,,Toledo,OH
Framingham,,,,Columbus,OH
Scioto Woods,,,,Columbus,OH
Riverview,,,,Santa Ana,CA
Escalante,,,,Tempe,AZ
Woodbury,,,,Glendale,CA
Covell Park,,,,Davis,CA
Greenwood & Hamilton,,,,Trenton,NJ
Dam East-West,,,,Aurora,CO
Burnt Bridge Creek,,,,Vancouver,WA
Upper Land Park,,,,Sacramento,CA
Sharon Woods,,,,Charlotte,NC
East Community Team South,,,,Kansas City,MO
North Oak Park,,,,Sacramento,CA
North Trenton,,,,Trenton,NJ
Coronado Ranch,,,,Gilbert,AZ
McBean,,,,Augusta,GA
